institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
BIU,04.07.2023 | טו תמוז,"109 רופאים ורופאות חדשים בתשפ""ג",https://www.biu.ac.il/article/22556,neutral,no,no,none,graduation;medical education;community impact,No signs of competition or collaboration were found.,315
BIU,03.07.2023 | יד תמוז,להרחיב הזדמנויות חברתיות ותעסוקתיות לסטודנטים,https://www.biu.ac.il/article/22551,neutral,yes,no,none,student leadership;social impact,Hadas Kormash discusses her plans for social and academic initiatives without highlighting competition or collaboration with other entities.,260
BIU,02.07.2023 | יג תמוז,פיתחה תוכנית לשמירה על בטיחות הילדים בבית,https://www.biu.ac.il/article/22541,mixed,yes,no,inter-university,research;innovation;community health;education,The article discusses Dr. Shalev's collaborative work in research and education,352
BIU,02.07.2023 | יג תמוז,לשפר את חייהם של נפגעי טראומה,https://www.biu.ac.il/article/22531,cooperative,yes,yes,international,neuroscience;mental health;innovation,The article highlights international collaborations and competitive scholarships.,304
BIU,29.06.2023 | י תמוז,תואר ראשון חדש עם התמחות בבנקאות ובמימון,https://www.biu.ac.il/article/22518,cooperative,yes,no,industry,education;finance;partnership,The article highlights a collaboration with a bank to provide scholarships and practical training for students.,314
BIU,29.06.2023 | י תמוז,חוקרת את הדרכים לירושלים,https://www.biu.ac.il/article/22517,competitive,no,yes,none,awards;academic excellence;archaeology,The article emphasizes awards and academic excellence achieved by the doctoral student.,280
BIU,28.06.2023 | ט תמוז,מחברת בין תכנון ערים ללימודים קלאסיים ולאמנות,https://www.biu.ac.il/article/22510,neutral,no,no,none,art;classical studies;personal journey,No signs of competition or collaboration were found.,253
BIU,28.06.2023 | ט תמוז,הוביל לפתרון בעיה מתמטית בת 35 שנים,https://www.biu.ac.il/article/22505,competitive,no,yes,none,mathematics;cryptography;innovation,The article emphasizes his unique achievements in solving a 35-year-old mathematical problem.,222
BIU,27.06.2023 | ח תמוז,פרופ' שמואל פיינר מונה לחבר באקדמיה הלאומית הישראלית למדעים,https://www.biu.ac.il/article/22497,neutral,no,no,none,recognition;academia;science events,No signs of competition or collaboration were found.,206
BIU,26.06.2023 | ז תמוז,להקנות שפה משפטית נגישה ותקינה לאנשי המשפט,https://www.biu.ac.il/article/22478,neutral,no,no,none,legal studies;text accessibility,No signs of competition or collaboration were found.,286
BIU,22.06.2023 | ג תמוז,הסופר היהודי-ישראלי הראשון שפרסם ספר שירה בירדן,https://www.biu.ac.il/article/22450,competitive,no,yes,none,student_achievement;publishing;literature;cross-cultural_relations,The article emphasizes Roy Shlomi's unique achievement as the first Israeli-Jewish writer to publish literary work in Arabic in Jordan.,346
BIU,21.06.2023 | ב תמוז,לעזור לנפגעי עבירה לצאת ממעגל הקורבנות,https://www.biu.ac.il/article/14102,neutral,no,no,none,academia;research;criminology,No signs of competition or collaboration were found.,372
BIU,19.06.2023 | ל סיון,השפעת התפיסה החיובית על השיקום הגריאטרי,https://www.biu.ac.il/article/14093,Mixed,no,yes,none,Aging;Research;Innovation,The article highlights both the awarding of a prestigious fellowship for excellence and innovation,285
BIU,19.06.2023 | ל סיון,הידע בשפה הוא כוח ויתרון בחיים ובעבודה,https://www.biu.ac.il/article/14092,neutral,no,no,none,student life;linguistics;personal story,No signs of competition or collaboration were found.,203
BIU,19.06.2023 | ל סיון,נשיא המדינה השתתף בטקס הענקת התארים במשפטים,https://www.biu.ac.il/article/14090,cooperative,yes,no,industry;law;education,The article highlights the collaborative efforts and the establishment of a new center aimed at fostering dialogue and consensus.,ERR,228
BIU,18.06.2023 | כט סיון,"טקס הענקת תוארי דוקטור תשפ""ג",https://www.biu.ac.il/article/14070,mixed,yes,no,international,graduation;ceremony;doctoral_research,The article highlights both the awarding of doctorates and collaboration with an international biotech company.,296
BIU,14.06.2023 | כה סיון,המסע לגילוי השורשים עובר במכון לחקר הלדינו,https://www.biu.ac.il/article/14060,neutral,no,no,none,research;Ladino;literature,No signs of competition or collaboration were found.,271
BIU,14.06.2023 | כה סיון,משפיע על החינוך הרפואי,https://www.biu.ac.il/article/14059,cooperative,yes,no,industry;inter-university,education;healthcare;research,The article highlights collaboration in educational program development and research.,313
BIU,13.06.2023 | כד סיון,סטודנטים מבר-אילן זכו בהאקתון נציבות תלונות הציבור,https://www.biu.ac.il/article/14053,competitive,no,yes,none,innovation;hackathon success;student achievement,The article emphasizes the university students' competitive achievement in winning the hackathon.,129
BIU,13.06.2023 | כד סיון,"הרמטכ""ל לשעבר, אביב כוכבי בבר-אילן: אי אפשר בלי AI",https://www.biu.ac.il/article/14051,mixed,yes,yes,industry;military;VR technology;social solidarity;leadership,The article mentions both innovative military capabilities and university-developed VR technology for therapy.,ERR,220
BIU,12.06.2023 | כג סיון,חובה להכיר את התרבות הערבית,https://www.biu.ac.il/article/14027,neutral,no,no,none,language studies;Arabic culture,No signs of competition or collaboration were found.,218
BIU,11.06.2023 | כב סיון,"גל של אנטישמיות ב""רשת האפלה""",https://www.biu.ac.il/article/14021,neutral,no,no,none,antisemitism;cyberspace;research,No signs of competition or collaboration were found.,204
BIU,08.06.2023 | יט סיון,פרס IJCAI לפרופ' שרית קראוס,https://www.biu.ac.il/article/14007,competitive,no,yes,none,artificial intelligence;multi-agent systems;awards,The article emphasizes the prestigious research excellence award received by Prof. Kraus.,133
BIU,05.06.2023 | טז סיון,לאסוף. למחזר. להשפיע,https://www.biu.ac.il/article/13743,cooperative,yes,no,inter-university;sustainability;student engagement,The article highlights a joint project involving the university, student association,194
BIU,04.06.2023 | טו סיון,תואר ראשון בהנדסת חומרים עם התמחות בקיימות,https://www.biu.ac.il/article/13726,neutral,no,yes,none,education;innovation;technology,"""The article is informative",334
BIU,04.06.2023 | טו סיון,אות מפעל חיים בזמר העברי לתלמה אליגון-רוז,https://www.biu.ac.il/article/13720,cooperative,yes,no,inter-university,cultural;music;awards;conferences,The article highlights a collaborative conference between Bar-Ilan University and Galei Tzahal.,188
BIU,01.06.2023 | יב סיון,מובילים בסימולציות עסקיות,https://www.biu.ac.il/article/13709,competitive,no,yes,none,competitions;business;simulation,The article highlights the university's students achieving second place in an international competition.,253
BIU,31.05.2023 | יא סיון,אוסף הספרים הנדירים של בר-אילן,https://www.biu.ac.il/article/13705,neutral,no,no,none,library;collections;Jewish heritage,No signs of competition or collaboration were found.,401
BIU,28.05.2023 | ח סיון,חקלאות נקייה מרעלים ובשר מלאכותי,https://www.biu.ac.il/article/13633,cooperative,yes,no,inter-university;industry,entrepreneurship;sustainability;innovation,The article highlights collaboration within the university to support environmentally friendly startups.,588
BIU,22.05.2023 | ב סיון,"פרס הרקטור לחדשנות מדעית תשפ""ג",https://www.biu.ac.il/article/13606,competitive,no,yes,none,awards;innovation;research achievements;scientific excellence,The article emphasizes the awarding of a prestigious prize for research excellence to university scholars.,1071
BIU,22.05.2023 | ב סיון,פרופ' אורלי אבני מונתה לדקנית הפקולטה לרפואה,https://www.biu.ac.il/article/13595,mixed,yes,yes,inter-university;industry,leadership;diversity;healthcare;innovation;education,The article mentions both research collaboration and the faculty's leading status with a new innovative program.,212
